sample,flux
average,-0.0003646676214234
13,-0.0001223307487704
14,-0.0001243313382165
33,-0.000130881044201
48,-0.0001108592262384
67,-8.621851638477106e-05
7,-0.0002329229482374
71,-0.0002108047033598
81,-0.0001726731878379
87,-0.0004969631765414
99,-2.760244963301576e-05
